time,type,orderID,size,price,direction,askPrice,askSize,bidPrice,bidSize
34233.07568,1,17808169,100,2241800,1,2244500,200,2241800,100
34233.08545,3,17808169,100,2241800,1,2244500,200,2241500,187
34233.22183,3,17802947,87,2241500,1,2244500,200,2241500,100
34233.22183,1,17813325,87,2241800,1,2244500,200,2241800,87
34233.25663,3,17813325,87,2241800,1,2244500,200,2241100,100
34233.25663,1,17814130,87,2241700,1,2244500,200,2241700,87
34233.40822,3,17814130,87,2241700,1,2244500,200,2241100,100
34233.40822,1,17822817,87,2241500,1,2244500,200,2241500,87
34233.41783,1,17823745,100,2241800,1,2244500,200,2241800,100
34233.43259,1,17824285,100,2241800,1,2244500,200,2241800,200
34233.47389,3,17823745,100,2241800,1,2244500,200,2241800,100
34233.61914,1,17831626,100,2242100,1,2244500,200,2242100,100
34233.62823,3,17831626,100,2242100,1,2244500,200,2241800,100
34233.62973,3,17824285,100,2241800,1,2244500,200,2241500,100
34233.62973,1,17832110,100,2242100,1,2244500,200,2242100,100
34233.76491,1,17835914,100,2242400,1,2244500,200,2242400,100
34233.76978,1,17836088,100,2242400,1,2244500,200,2242400,200
34233.91557,5,0,38,2242500,1,2244500,200,2242400,200
34233.91565,5,0,29,2242500,1,2244500,200,2242400,200
34233.91565,4,17835914,100,2242400,1,2244500,200,2242400,100
34233.91565,4,17836088,71,2242400,1,2244500,200,2242400,29
34233.91578,4,17836088,29,2242400,1,2244500,200,2241100,100
34234.16404,1,17851126,100,2241500,1,2244500,200,2241500,100
34234.38448,1,17866270,300,2244200,-1,2244200,300,2241500,100
34234.38713,1,17866342,100,2244200,-1,2244200,400,2241500,100
34235.01239,1,17889188,100,2241500,1,2244200,400,2241500,200
34237.49074,3,17851126,100,2241500,1,2244200,400,2241500,100
34237.49234,1,17963067,100,2242500,1,2244200,400,2242500,100
34237.49551,3,17963067,100,2242500,1,2244200,400,2241500,100
34237.6355,1,17967562,67,2242500,1,2244200,400,2242500,67
34240.00875,3,17866270,300,2244200,-1,2244200,100,2242500,67
34240.01109,1,18040154,100,2242500,1,2244200,100,2242500,167
34240.01169,1,18040192,100,2244200,-1,2244200,200,2242500,167
34240.02292,4,17967562,67,2242500,1,2244200,200,2242500,100
34240.02292,4,18040154,100,2242500,1,2244200,200,2241500,100
34240.02292,5,0,133,2242500,1,2244200,200,2241500,100
34240.02316,1,18040889,100,2242500,1,2244200,200,2242500,100
34240.02656,4,18040889,100,2242500,1,2244200,200,2241000,77
34240.02683,1,18041087,100,2242500,1,2244200,200,2242500,100
34240.34484,1,18049859,77,2242500,1,2244200,200,2242500,177
34241.52156,5,0,100,2242600,1,2244200,200,2242500,177
34241.69971,4,18041087,100,2242500,1,2244200,200,2242500,77
34241.69996,1,18082568,100,2242500,1,2244200,200,2242500,177
34242.00926,3,18040192,100,2244200,-1,2244200,100,2242500,177
34242.01626,4,18049859,77,2242500,1,2244200,100,2242500,100
34242.01626,4,18082568,23,2242500,1,2244200,100,2242500,77
34242.01648,1,18089311,100,2242500,1,2244200,100,2242500,177
34244.43091,4,18082568,77,2242500,1,2244200,100,2242500,100
34244.43091,4,18089311,23,2242500,1,2244200,100,2242500,77
34244.43116,1,18148394,31,2242500,1,2244200,100,2242500,108
34244.43389,4,18089311,77,2242500,1,2244200,100,2242500,31
34244.43389,4,18148394,23,2242500,1,2244200,100,2242500,8
34244.43401,4,18148394,8,2242500,1,2244200,100,2241800,100
34244.43778,4,18041637,100,2241800,1,2244200,100,2240000,10
34244.56913,5,0,100,2242000,-1,2244200,100,2240000,10
34245.25642,1,18172812,16,2241300,1,2244200,100,2241300,16
34245.51219,1,18178733,200,2241900,-1,2241900,200,2241300,16
34245.51236,4,18172812,16,2241300,1,2241900,200,2240000,10
34245.51287,4,18178733,200,2241900,-1,2244200,100,2240000,10
34245.51322,3,17866342,100,2244200,-1,2244500,100,2240000,10
34245.51331,1,18178856,200,2241900,1,2244500,100,2241900,200
34245.51333,1,18178858,200,2241900,1,2244500,100,2241900,400
34245.51334,1,18178865,200,2241900,1,2244500,100,2241900,600
34245.51506,1,18179205,100,2244500,-1,2244500,200,2241900,600
34245.95476,3,18178865,200,2241900,1,2244500,200,2241900,400
34245.9666,3,18178858,200,2241900,1,2244500,200,2241900,200
34246.03358,1,18193981,200,2244200,-1,2244200,200,2241900,200
34246.03614,1,18194101,100,2244200,-1,2244200,300,2241900,200
34246.21855,3,18178856,200,2241900,1,2244200,300,2240000,10
34250.00598,3,18193981,200,2244200,-1,2244200,100,2240000,10
34250.01699,3,17455154,10,2240000,1,2244200,100,2238600,100
34250.01712,1,18286174,10,2239400,1,2244200,100,2239400,10
34250.01804,3,18286174,10,2239400,1,2244200,100,2238600,100
34250.01816,1,18286315,10,2239100,1,2244200,100,2239100,10
34250.01885,3,18286315,10,2239100,1,2244200,100,2238600,100
34250.01897,1,18286630,10,2239500,1,2244200,100,2239500,10
34250.02134,3,18286630,10,2239500,1,2244200,100,2238600,100
34250.02145,1,18287021,10,2239000,1,2244200,100,2239000,10
34250.02264,3,18287021,10,2239000,1,2244200,100,2238600,100
34250.02274,1,18287108,10,2240000,1,2244200,100,2240000,10
34250.02579,3,18287108,10,2240000,1,2244200,100,2238600,100
34250.0259,1,18287319,10,2239000,1,2244200,100,2239000,10
34250.02817,3,18287319,10,2239000,1,2244200,100,2238600,100
34250.0283,1,18287475,10,2239100,1,2244200,100,2239100,10
34250.03948,3,18287475,10,2239100,1,2244200,100,2238600,100
34250.0396,1,18288158,10,2239200,1,2244200,100,2239200,10
34250.04306,3,18288158,10,2239200,1,2244200,100,2238600,100
34250.04317,1,18288309,10,2239000,1,2244200,100,2239000,10
34250.04507,3,18288309,10,2239000,1,2244200,100,2238600,100
34250.04518,1,18288361,10,2239100,1,2244200,100,2239100,10
34250.0618,3,18288361,10,2239100,1,2244200,100,2238600,100
34250.06191,1,18289006,10,2239200,1,2244200,100,2239200,10
34250.06507,3,18289006,10,2239200,1,2244200,100,2238600,100
34250.0652,1,18289230,10,2239000,1,2244200,100,2239000,10
34250.06719,3,18289230,10,2239000,1,2244200,100,2238600,100
34250.06732,1,18289323,10,2239100,1,2244200,100,2239100,10
34250.11815,3,18289323,10,2239100,1,2244200,100,2238600,100
34250.11827,1,18290737,10,2239200,1,2244200,100,2239200,10
34250.12209,3,18290737,10,2239200,1,2244200,100,2238600,100
34250.12219,1,18290793,10,2239000,1,2244200,100,2239000,10
34250.12507,3,18290793,10,2239000,1,2244200,100,2238600,100
34250.12518,1,18290838,10,2239100,1,2244200,100,2239100,10
34250.14127,3,18290838,10,2239100,1,2244200,100,2238600,100
34250.1414,1,18291165,10,2239200,1,2244200,100,2239200,10
34250.14499,3,18291165,10,2239200,1,2244200,100,2238600,100
